instance,dimacs_time,dimacs_size,opb_time,opb_size,opb_pbcount_time,d4_time,d4_count,p2d_time,p2d_count,pbcount_time,pbcount_count
isolated/alternative/root_3600.uvl,3.97;3.81;3.96,12967202,0.81;0.88;0.86,3602,0.01;0.02;0.02,176.51;205.57;203.74,3600,352.95;352.84;435.14,3600,-1;-1;-1,-9
isolated/alternative/root_3700.uvl,4.82;4.64;4.61,13697402,0.88;0.91;0.96,3702,0.01;0.02;0.01,219.58;219.61;193.88,3700,379.52;379.87;382.36,3700,-1;-1;-1,-9
isolated/alternative/root_3800.uvl,5.38;4.88;4.84,14447602,0.89;0.88;0.81,3802,0.03;0.01;0.01,229.45;229.03;219.30,3800,418.48;415.67;416.30,3800,-1;-1;-1,-9
isolated/alternative/root_3900.uvl,4.43;4.21;4.45,15217802,0.83;0.89;0.95,3902,0.01;0.01;0.02,282.01;281.08;259.72,3900,452.58;452.05;450.45,3900,-1;-1;-1,-9
isolated/alternative/root_4000.uvl,4.59;4.60;4.36,16008002,0.86;0.89;0.89,4002,0.01;0.01;0.01,293.95;278.83;295.48,4000,484.63;494.89;488.46,4000,-1;-1;-1,-9
isolated/alternative/root_400.uvl,0.60;0.60;0.61,160802,0.45;0.42;0.44,402,0.01;0.01;0.01,0.29;0.30;0.31,400,0.84;0.91;0.89,400,0.99;0.98;1.00,400
isolated/alternative/root_4100.uvl,4.65;4.62;4.72,16818202,0.90;0.98;0.93,4102,0.01;0.01;0.01,281.88;283.32;295.07,4100,545.24;530.42;530.30,4100,-1;-1;-1,-9
isolated/alternative/root_4200.uvl,5.99;4.73;4.67,17648402,0.93;0.94;0.90,4202,0.01;0.01;0.01,334.18;338.05;329.50,4200,460.66;462.71;461.26,4200,-1;-1;-1,-9
isolated/alternative/root_4300.uvl,5.00;4.98;4.96,18498602,0.95;0.90;0.89,4302,0.01;0.01;0.01,345.65;350.64;361.16,4300,498.02;-1;502.00,4300,-1;-1;-1,-9
isolated/alternative/root_4400.uvl,4.96;4.93;4.95,19368802,0.88;0.92;0.92,4402,0.01;0.01;0.01,362.00;353.04;354.55,4400,543.96;544.72;544.82,4400,-1;-1;-1,-9
isolated/alternative/root_4500.uvl,5.80;5.92;6.26,20259002,1.03;0.93;0.93,4502,0.01;0.01;0.01,412.39;409.33;341.80,4500,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_4600.uvl,5.21;5.12;8.79,21169202,0.87;0.92;0.95,4602,0.01;0.01;0.01,414.49;391.35;396.14,4600,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_4700.uvl,5.50;5.53;5.58,22099402,0.97;0.93;0.86,4702,0.01;0.01;0.01,455.13;458.75;444.73,4700,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_4800.uvl,6.10;6.29;6.43,23049602,0.96;0.91;0.95,4802,0.01;0.01;0.01,460.40;465.22;467.71,4800,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_4900.uvl,6.44;6.50;6.24,24019802,0.96;1.04;1.02,4902,0.01;0.01;0.01,494.44;444.64;538.25,4900,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5000.uvl,6.12;6.36;6.22,25010002,0.95;1.00;0.98,5002,0.01;0.01;0.01,499.79;513.96;512.69,5000,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_500.uvl,0.66;0.66;0.64,251002,0.44;0.46;0.45,502,0.00;0.00;0.01,0.48;0.48;0.48,500,1.33;1.36;1.38,500,2.26;2.33;2.21,500
isolated/alternative/root_5100.uvl,6.93;6.90;6.92,26020202,0.99;0.92;0.95,5102,0.01;0.01;0.01,556.67;556.88;535.56,5100,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5200.uvl,8.63;8.68;7.13,27050402,0.96;0.94;0.90,5202,0.01;0.01;0.01,579.85;-1;-1,5200,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5300.uvl,7.74;7.00;7.24,28100602,1.04;1.03;0.91,5302,0.01;0.01;0.01,-1;-1;578.14,5300,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5400.uvl,7.46;7.38;7.65,29170802,0.87;1.02;0.93,5402,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5500.uvl,8.13;8.20;8.31,30261002,0.98;0.99;1.01,5502,0.01;0.01;0.04,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5600.uvl,7.95;8.36;7.87,31371202,1.04;0.98;0.99,5602,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5700.uvl,8.03;8.33;9.51,32501402,1.03;1.02;0.98,5702,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5800.uvl,8.04;8.39;9.97,33651602,1.00;1.02;1.03,5802,0.02;0.03;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_5900.uvl,8.66;8.28;10.56,34821802,1.01;1.02;0.99,5902,0.02;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6000.uvl,10.72;10.61;8.65,36012002,1.06;1.02;1.01,6002,0.01;0.01;0.02,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_600.uvl,0.68;0.69;0.68,361202,0.46;0.46;0.45,602,0.00;0.00;0.00,0.74;0.73;0.75,600,2.03;2.03;2.05,600,2.63;3.60;4.59,600
isolated/alternative/root_6100.uvl,8.93;11.00;10.85,37222202,1.07;1.01;1.00,6102,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6200.uvl,8.79;10.74;9.63,38452402,1.05;1.07;1.06,6202,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6300.uvl,10.09;10.40;11.28,39702602,1.08;1.01;1.03,6302,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6400.uvl,11.74;12.32;11.51,40972802,0.93;1.02;1.06,6402,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6500.uvl,10.37;10.97;10.19,42263002,1.07;1.08;1.02,6502,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6600.uvl,9.68;12.83;12.32,43573202,1.08;1.03;1.10,6602,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6700.uvl,10.59;11.00;10.99,44903402,1.04;1.00;1.07,6702,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6800.uvl,13.89;13.86;13.82,46253602,1.04;1.07;0.99,6802,0.02;0.03;0.02,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_6900.uvl,11.78;10.70;10.61,47623802,1.06;1.06;1.10,6902,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7000.uvl,12.49;11.86;15.06,49014002,1.07;1.12;1.13,7002,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_700.uvl,0.73;0.75;0.76,491402,0.50;0.47;0.43,702,0.02;0.00;0.00,1.10;1.13;1.12,700,3.15;3.14;3.15,700,4.10;3.26;3.93,700
isolated/alternative/root_7100.uvl,16.18;15.32;15.21,50424202,1.06;1.16;1.22,7102,0.02;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7200.uvl,12.43;12.46;12.25,51854402,0.94;1.09;1.13,7202,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7300.uvl,13.19;12.14;12.35,53304602,1.04;1.10;1.07,7302,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7400.uvl,14.50;14.45;15.40,54774802,1.03;1.04;1.07,7402,0.02;0.02;0.02,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7500.uvl,13.91;13.91;12.78,56265002,1.11;1.07;1.08,7502,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7600.uvl,13.28;13.71;13.87,57775202,1.15;1.22;1.13,7602,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7700.uvl,15.42;13.86;13.90,59305402,1.07;1.25;1.23,7702,0.01;0.02;0.02,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7800.uvl,14.59;20.30;15.76,60855602,1.11;1.07;1.08,7802,0.01;0.01;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_7900.uvl,15.91;15.82;15.17,62425802,1.18;1.09;1.16,7902,0.01;0.02;0.01,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_8000.uvl,15.31;14.67;14.80,64016002,1.07;1.11;1.08,8002,0.01;0.01;0.03,-1;-1;-1,-9,-1;-1;-1,-9,-1;-1;-1,-9
isolated/alternative/root_800.uvl,0.78;0.79;0.78,641602,0.47;0.45;0.47,802,0.00;0.00;0.01,1.80;1.71;1.57,800,4.91;4.90;4.94,800,7.61;7.91;7.99,800
isolated/alternative/root_900.uvl,0.83;0.81;0.81,811802,0.48;0.48;0.49,902,0.01;0.00;0.02,2.71;2.49;2.40,900,6.83;6.85;6.86,900,12.91;12.13;11.32,900
isolated/div/div_1/root_10.uvl,0.59;0.59;0.60,26,0.50;0.60;0.48,167,-3;-3;-3,0.19;0.09;0.09,32,0.01;0.01;0.01,32,-3;-3;-3,-4
isolated/div/div_1/root_12.uvl,416.85;453.11;463.91,43,0.49;0.48;0.51,292,-3;-3;-3,0.13;0.15;0.13,960,0.05;0.01;0.01,960,-3;-3;-3,-4
isolated/div/div_1/root_14.uvl,-3;-3;-3,-4,0.57;0.56;0.55,3077,-3;-3;-3,-3;-3;-3,-4,0.04;0.09;0.09,15232,-3;-3;-3,-4
isolated/div/div_1/root_16.uvl,-3;-3;-3,-4,0.52;0.52;0.51,1010,-3;-3;-3,-3;-3;-3,-4,0.04;0.02;0.02,54016,-3;-3;-3,-4
isolated/div/div_1/root_18.uvl,-3;-3;-3,-4,0.56;0.56;0.54,2655,-3;-3;-3,-3;-3;-3,-4,0.10;0.06;0.05,229888,-3;-3;-3,-4
isolated/div/div_1/root_20.uvl,-1;-1;-1,-4,0.67;0.65;0.66,8112,-3;-3;-3,-3;-3;-3,-4,0.18;0.18;0.18,965632,-3;-3;-3,-4
isolated/div/div_1/root_4.uvl,0.48;0.50;0.50,11,0.45;0.45;0.50,63,-3;-3;-3,0.08;0.09;0.09,4,0.01;0.08;0.05,4,-3;-3;-3,-4
isolated/div/div_1/root_6.uvl,0.56;0.56;0.56,17,0.47;0.51;0.49,142,-3;-3;-3,0.12;0.12;0.12,40,0.06;0.01;0.01,40,-3;-3;-3,-4
isolated/div/div_1/root_8.uvl,0.72;0.73;0.78,23,0.50;0.48;0.50,176,-3;-3;-3,0.13;0.14;0.12,144,0.01;0.01;0.04,144,-3;-3;-3,-4
isolated/div/div_2/root_10.uvl,47.65;58.04;58.58,30,0.50;0.50;0.50,427,-3;-3;-3,0.13;0.13;0.15,800,0.01;0.01;0.01,800,-3;-3;-3,-4
isolated/div/div_2/root_12.uvl,-3;-3;-3,-4,0.56;0.56;0.49,461,-3;-3;-3,-3;-3;-3,-4,0.01;0.01;0.01,2752,-3;-3;-3,-4
isolated/div/div_2/root_14.uvl,-3;-3;-3,-4,0.52;0.49;0.54,573,-3;-3;-3,-3;-3;-3,-4,0.01;0.01;0.01,8320,-3;-3;-3,-4
isolated/div/div_2/root_16.uvl,-3;-3;-3,-4,0.54;0.67;0.52,1641,-3;-3;-3,-3;-3;-3,-4,0.11;0.09;0.07,60160,-3;-3;-3,-4
isolated/div/div_2/root_18.uvl,-3;-3;-3,-4,0.51;0.52;0.54,1044,-3;-3;-3,-3;-3;-3,-4,0.03;0.03;0.06,193024,-3;-3;-3,-4
isolated/div/div_2/root_20.uvl,-1;-1;-1,-4,0.60;0.61;0.63,6984,-3;-3;-3,-3;-3;-3,-4,0.13;0.09;0.09,984064,-3;-3;-3,-4
isolated/div/div_2/root_4.uvl,0.51;0.49;0.49,11,0.48;0.46;0.51,63,-3;-3;-3,0.09;0.09;0.08,4,0.01;0.01;0.04,4,-3;-3;-3,-4
isolated/div/div_2/root_6.uvl,0.51;0.51;0.52,16,0.45;0.47;0.49,99,-3;-3;-3,0.20;0.19;0.19,8,0.01;0.01;0.01,8,-3;-3;-3,-4
isolated/div/div_2/root_8.uvl,0.53;0.52;0.52,21,0.48;0.50;0.48,133,-3;-3;-3,0.09;0.08;0.08,16,0.02;0.02;0.01,16,-3;-3;-3,-4
isolated/div/div_3/root_10.uvl,59.26;60.94;59.79,33,0.48;0.48;0.50,271,-3;-3;-3,0.13;0.12;0.12,736,0.01;0.06;0.01,736,-3;-3;-3,-4
isolated/div/div_3/root_12.uvl,548.51;518.20;504.22,43,0.58;0.52;0.51,244,-3;-3;-3,0.12;0.13;0.13,960,0.01;0.01;0.01,960,-3;-3;-3,-4
isolated/div/div_3/root_14.uvl,-3;-3;-3,-4,0.53;0.53;0.55,1180,-3;-3;-3,-3;-3;-3,-4,0.03;0.03;0.07,7763,-3;-3;-3,-4
isolated/div/div_3/root_16.uvl,-3;-3;-3,-4,0.53;0.51;0.53,806,-3;-3;-3,-3;-3;-3,-4,0.02;0.02;0.02,54016,-3;-3;-3,-4
isolated/div/div_3/root_18.uvl,-3;-3;-3,-4,0.58;0.58;0.53,1248,-3;-3;-3,-3;-3;-3,-4,0.06;0.07;0.05,193024,-3;-3;-3,-4
isolated/div/div_3/root_20.uvl,-1;-1;-1,-4,0.61;0.62;0.61,5856,-3;-3;-3,-3;-3;-3,-4,0.11;0.12;0.12,1002496,-3;-3;-3,-4
isolated/div/div_3/root_4.uvl,0.46;0.46;0.47,13,0.56;0.51;0.49,63,-3;-3;-3,0.09;0.10;0.09,1,0.01;0.00;0.00,1,-3;-3;-3,-4
isolated/div/div_3/root_6.uvl,0.49;0.49;0.51,16,0.54;0.53;0.46,97,-3;-3;-3,0.09;0.09;0.09,8,0.01;0.06;0.01,8,-3;-3;-3,-4
isolated/div/div_3/root_8.uvl,0.53;0.53;0.53,21,0.49;0.48;0.48,133,-3;-3;-3,0.09;0.09;0.09,16,0.01;0.02;0.02,16,-3;-3;-3,-4
isolated/div/div_4/root_10.uvl,0.58;0.57;0.58,32,0.75;0.82;0.73,169,-3;-3;-3,0.12;0.12;0.12,26,0.01;0.01;0.01,26,-3;-3;-3,-4
isolated/div/div_4/root_12.uvl,46.71;67.78;49.73,155,0.49;0.52;0.50,268,-3;-3;-3,0.12;0.12;0.12,357,0.01;0.01;0.01,357,-3;-3;-3,-4
isolated/div/div_4/root_14.uvl,-3;-3;-3,-4,0.56;0.64;0.57,3498,-3;-3;-3,-3;-3;-3,-4,0.06;0.06;0.06,16000,-3;-3;-3,-4
isolated/div/div_4/root_16.uvl,-3;-3;-3,-4,0.54;0.54;0.55,1418,-3;-3;-3,-3;-3;-3,-4,0.11;0.11;0.10,31458,-3;-3;-3,-4
isolated/div/div_4/root_18.uvl,-3;-3;-3,-4,0.49;0.54;0.54,1452,-3;-3;-3,-3;-3;-3,-4,0.07;0.03;0.03,96165,-3;-3;-3,-4
isolated/div/div_4/root_20.uvl,-3;-3;-3,-4,0.57;0.57;0.57,3669,-3;-3;-3,-3;-3;-3,-4,0.16;0.16;0.15,689850,-3;-3;-3,-4
isolated/div/div_4/root_4.uvl,0.54;0.55;0.53,12,0.45;0.46;0.48,63,-3;-3;-3,0.09;0.09;0.09,2,0.07;0.01;0.01,2,-3;-3;-3,-4
isolated/div/div_4/root_6.uvl,0.50;0.49;0.54,16,0.48;0.48;0.48,97,-3;-3;-3,0.09;0.09;0.09,8,0.01;0.01;0.01,8,-3;-3;-3,-4
isolated/div/div_4/root_8.uvl,0.95;0.91;0.89,23,0.51;0.48;0.47,315,-3;-3;-3,0.12;0.12;0.12,208,0.06;0.01;0.01,208,-3;-3;-3,-4
isolated/div/div_5/root_10.uvl,16.49;16.73;17.48,82,0.50;0.52;0.49,427,-3;-3;-3,0.12;0.13;0.13,473,0.01;0.01;0.02,473,-3;-3;-3,-4
isolated/div/div_5/root_12.uvl,-3;-3;-3,-4,0.54;0.61;0.54,1146,-3;-3;-3,-3;-3;-3,-4,0.02;0.02;0.02,3220,-3;-3;-3,-4
isolated/div/div_5/root_14.uvl,-3;-3;-3,-4,0.50;0.49;0.49,417,-3;-3;-3,-3;-3;-3,-4,0.01;0.01;0.01,8320,-3;-3;-3,-4
isolated/div/div_5/root_16.uvl,-3;-3;-3,-4,0.57;0.54;0.53,2621,-3;-3;-3,-3;-3;-3,-4,0.04;0.04;0.06,58624,-3;-3;-3,-4
isolated/div/div_5/root_18.uvl,-3;-3;-3,-4,0.55;0.89;0.54,3145,-3;-3;-3,-3;-3;-3,-4,0.18;0.09;0.09,209035,-3;-3;-3,-4
isolated/div/div_5/root_20.uvl,-3;-3;-3,-4,0.54;0.50;0.58,452,-3;-3;-3,-3;-3;-3,-4,0.01;0.01;0.01,90043,-3;-3;-3,-4
isolated/div/div_5/root_4.uvl,0.50;0.49;0.50,12,0.52;0.53;0.45,63,-3;-3;-3,0.23;0.09;0.09,2,0.01;0.01;0.06,2,-3;-3;-3,-4
isolated/div/div_5/root_6.uvl,0.50;0.51;0.51,22,0.50;0.48;0.48,99,-3;-3;-3,0.12;0.12;0.12,4,0.08;0.04;0.01,4,-3;-3;-3,-4
isolated/div/div_5/root_8.uvl,0.58;0.58;0.58,63,0.51;0.44;0.49,200,-3;-3;-3,0.12;0.12;0.12,27,0.01;0.01;0.01,27,-3;-3;-3,-4
isolated/div/div_6/root_10.uvl,45.51;46.56;69.88,33,0.49;0.50;0.49,271,-3;-3;-3,0.13;0.12;0.12,736,0.01;0.01;0.09,736,-3;-3;-3,-4
isolated/div/div_6/root_12.uvl,-3;-3;-3,-4,0.52;0.53;0.53,383,-3;-3;-3,-3;-3;-3,-4,0.01;0.01;0.01,2752,-3;-3;-3,-4
isolated/div/div_6/root_14.uvl,-3;-3;-3,-4,0.54;0.63;0.55,3077,-3;-3;-3,-3;-3;-3,-4,0.10;0.17;0.10,7757,-3;-3;-3,-4
isolated/div/div_6/root_16.uvl,-3;-3;-3,-4,0.56;0.55;0.55,3532,-3;-3;-3,-3;-3;-3,-4,0.08;0.07;0.05,63232,-3;-3;-3,-4
isolated/div/div_6/root_18.uvl,-3;-3;-3,-4,0.62;0.61;0.61,5822,-3;-3;-3,-3;-3;-3,-4,0.10;0.10;0.10,251392,-3;-3;-3,-4
isolated/div/div_6/root_20.uvl,-3;-3;-3,-4,0.52;0.54;0.52,831,-3;-3;-3,-3;-3;-3,-4,0.01;0.05;0.04,59520,-3;-3;-3,-4
isolated/div/div_6/root_4.uvl,0.50;0.49;0.48,12,0.47;0.48;0.49,63,-3;-3;-3,0.19;0.09;0.09,2,0.04;0.03;0.02,2,-3;-3;-3,-4
isolated/div/div_6/root_6.uvl,0.50;0.50;0.50,19,0.48;0.49;0.47,142,-3;-3;-3,0.13;0.12;0.12,9,0.01;0.01;0.01,9,-3;-3;-3,-4
isolated/div/div_6/root_8.uvl,0.49;0.50;0.51,33,0.48;0.48;0.48,135,-3;-3;-3,0.42;0.40;0.26,5,0.01;0.01;0.01,5,-3;-3;-3,-4
isolated/div/div_7/root_10.uvl,0.54;0.53;0.54,32,0.49;0.49;0.47,167,-3;-3;-3,0.12;0.12;0.13,5,0.01;0.06;0.01,5,-3;-3;-3,-4
isolated/div/div_7/root_12.uvl,-1;-1;-1,-4,0.48;0.52;0.51,383,-3;-3;-3,-3;-3;-3,-4,0.07;0.05;0.07,1591,-3;-3;-3,-4
isolated/div/div_7/root_14.uvl,-3;-3;-3,-4,0.55;0.50;0.51,568,-3;-3;-3,-3;-3;-3,-4,0.06;0.01;0.01,13696,-3;-3;-3,-4
isolated/div/div_7/root_16.uvl,0.85;0.82;0.82,34,0.51;0.51;0.49,763,-3;-3;-3,0.09;0.09;0.11,-9,0.01;0.01;0.01,0,-3;-3;-3,-4
isolated/div/div_7/root_18.uvl,-3;-3;-3,-4,0.49;0.53;0.53,1044,-3;-3;-3,-3;-3;-3,-4,0.02;0.02;0.04,155161,-3;-3;-3,-4
isolated/div/div_7/root_20.uvl,-3;-3;-3,-4,0.52;0.54;0.52,831,-3;-3;-3,-3;-3;-3,-4,0.03;0.03;0.07,305086,-3;-3;-3,-4
isolated/div/div_7/root_4.uvl,0.47;0.49;0.49,10,0.45;0.46;0.47,63,-3;-3;-3,0.09;0.09;0.09,-9,0.00;0.00;0.01,0,-3;-3;-3,-4
isolated/div/div_7/root_6.uvl,0.53;0.53;0.53,25,0.47;0.50;0.51,118,-3;-3;-3,0.12;0.12;0.13,24,0.01;0.03;0.07,24,-3;-3;-3,-4
